child_dgroup_id,parent_type,parent_id,parent_label,child_name
DG00930,dgroup,DG01557,Histamine receptor antagonist,Opipramol
DG00930,dgroup,DG01482,Histamine receptor H1 antagonist,Opipramol
DG00931,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Trimipramine
DG00931,dgroup,DG01728,Tricyclic antidepressant,Trimipramine
DG00932,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Lofepramine
DG00932,dgroup,DG01728,Tricyclic antidepressant,Lofepramine
DG00933,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Dibenzepin
DG00933,dgroup,DG01728,Tricyclic antidepressant,Dibenzepin
DG00934,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Amitriptyline
DG00934,dgroup,DG01728,Tricyclic antidepressant,Amitriptyline
DG00934,dgroup,DG01892,CYP1A2 substrate,Amitriptyline
DG00934,dgroup,DG01639,CYP2C19 substrate,Amitriptyline
DG00934,dgroup,DG01644,CYP2D6 substrate,Amitriptyline
DG00934,dgroup,DG01633,CYP3A/CYP3A4 substrate,Amitriptyline
DG00934,dgroup,DG02913,CYP3A4 substrate,Amitriptyline
DG00935,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Nortriptyline
DG00935,dgroup,DG01728,Tricyclic antidepressant,Nortriptyline
DG00935,dgroup,DG01644,CYP2D6 substrate,Nortriptyline
DG00936,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Protriptyline
DG00936,dgroup,DG01728,Tricyclic antidepressant,Protriptyline
DG00937,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Doxepin
DG00937,dgroup,DG01728,Tricyclic antidepressant,Doxepin
DG00937,dgroup,DG01892,CYP1A2 substrate,Doxepin
DG00937,dgroup,DG01642,CYP2C9 substrate,Doxepin
DG00937,dgroup,DG01639,CYP2C19 substrate,Doxepin
DG00937,dgroup,DG01644,CYP2D6 substrate,Doxepin
DG00938,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Melitracen
DG00938,dgroup,DG01728,Tricyclic antidepressant,Melitracen
DG00939,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Butriptyline
DG00939,dgroup,DG01728,Tricyclic antidepressant,Butriptyline
DG00940,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Dosulepin
DG00940,dgroup,DG01728,Tricyclic antidepressant,Dosulepin
DG00940,dgroup,DG01644,CYP2D6 substrate,Dosulepin
DG00941,dgroup,DG01730,Non-selective monoamine reuptake inhibitor,Maprotiline
DG00941,dgroup,DG01729,Tetracyclic antidepressant,Maprotiline
DG00941,dgroup,DG01644,CYP2D6 substrate,Maprotiline
DG00942,dgroup,DG01659,Selective serotonin reuptake inhibitor (SSRI),Fluoxetine
DG00942,dgroup,DG01642,CYP2C9 substrate,Fluoxetine
DG00942,dgroup,DG01644,CYP2D6 substrate,Fluoxetine
DG00942,dgroup,DG01933,CYP2C19 inhibitor,Fluoxetine
DG00942,dgroup,DG01645,CYP2D6 inhibitor,Fluoxetine
DG00942,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Fluoxetine
DG00942,dgroup,DG01622,ABCB1 inhibitor,Fluoxetine
DG00943,dgroup,DG01659,Selective serotonin reuptake inhibitor (SSRI),Citalopram
DG00943,dgroup,DG01644,CYP2D6 substrate,Citalopram
DG00943,dgroup,DG01633,CYP3A/CYP3A4 substrate,Citalopram
DG00943,dgroup,DG02913,CYP3A4 substrate,Citalopram
DG00943,dgroup,DG01933,CYP2C19 inhibitor,Citalopram
DG00943,dgroup,DG01665,ABCB1 substrate,Citalopram
DG00944,dgroup,DG01659,Selective serotonin reuptake inhibitor (SSRI),Paroxetine
DG00944,dgroup,DG01644,CYP2D6 substrate,Paroxetine
DG00944,dgroup,DG01645,CYP2D6 inhibitor,Paroxetine
DG00945,dgroup,DG01659,Selective serotonin reuptake inhibitor (SSRI),Sertraline
DG00945,dgroup,DG02919,CYP2B6 substrate,Sertraline
DG00945,dgroup,DG01642,CYP2C9 substrate,Sertraline
DG00945,dgroup,DG01639,CYP2C19 substrate,Sertraline
DG00945,dgroup,DG01633,CYP3A/CYP3A4 substrate,Sertraline
DG00945,dgroup,DG02913,CYP3A4 substrate,Sertraline
DG00946,dgroup,DG01659,Selective serotonin reuptake inhibitor (SSRI),Fluvoxamine
DG00946,dgroup,DG01644,CYP2D6 substrate,Fluvoxamine
DG00946,dgroup,DG01634,CYP1A2 inhibitor,Fluvoxamine
DG00946,dgroup,DG01643,CYP2C9 inhibitor,Fluvoxamine
DG00946,dgroup,DG01933,CYP2C19 inhibitor,Fluvoxamine
DG00946,dgroup,DG01645,CYP2D6 inhibitor,Fluvoxamine
DG00946,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Fluvoxamine
DG00946,dgroup,DG01522,CYP3A4 inhibitor,Fluvoxamine
DG00947,dgroup,DG01659,Selective serotonin reuptake inhibitor (SSRI),Escitalopram
DG00947,dgroup,DG01639,CYP2C19 substrate,Escitalopram
DG00947,dgroup,DG01644,CYP2D6 substrate,Escitalopram
DG00947,dgroup,DG01633,CYP3A/CYP3A4 substrate,Escitalopram
DG00947,dgroup,DG02913,CYP3A4 substrate,Escitalopram
DG00947,dgroup,DG02953,AOX1 substrate,Escitalopram
DG00947,dgroup,DG02917,MAO substrate,Escitalopram
DG00947,dgroup,DG01645,CYP2D6 inhibitor,Escitalopram
DG00948,dgroup,DG01568,MAO inhibitor,Phenelzine
DG00948,dgroup,DG01519,Non-selective monoamine oxidase inhibitor,Phenelzine
DG00949,dgroup,DG01568,MAO inhibitor,Tranylcypromine
DG00949,dgroup,DG01519,Non-selective monoamine oxidase inhibitor,Tranylcypromine
DG00950,dgroup,DG01568,MAO inhibitor,Iproniazide
DG00950,dgroup,DG01519,Non-selective monoamine oxidase inhibitor,Iproniazide
DG00951,dgroup,DG01466,Adrenergic receptor antagonist,Mianserin
DG00951,dgroup,DG01465,alpha-Adrenergic receptor antagonist,Mianserin
DG00951,dgroup,DG01460,alpha2-Adrenergic receptor antagonist,Mianserin
DG00951,dgroup,DG01729,Tetracyclic antidepressant,Mianserin
DG00951,dgroup,DG01892,CYP1A2 substrate,Mianserin
DG00951,dgroup,DG01644,CYP2D6 substrate,Mianserin
DG00951,dgroup,DG01633,CYP3A/CYP3A4 substrate,Mianserin
DG00951,dgroup,DG02913,CYP3A4 substrate,Mianserin
DG00952,dgroup,DG03056,Serotonin antagonist and reuptake inhibitor (SARI),Trazodone
DG00952,dgroup,DG01644,CYP2D6 substrate,Trazodone
DG00952,dgroup,DG01633,CYP3A/CYP3A4 substrate,Trazodone
DG00952,dgroup,DG02913,CYP3A4 substrate,Trazodone
DG00954,dgroup,DG01568,MAO inhibitor,Minaprine
DG00954,dgroup,DG01558,Monoamine oxidase A inhibitor,Minaprine
DG00954,dgroup,DG01644,CYP2D6 substrate,Minaprine
DG00956,dgroup,DG03085,Selective norepinephrine reuptake inhibitor (NRI),Viloxazine
DG00956,dgroup,DG01644,CYP2D6 substrate,Viloxazine
DG00956,dgroup,DG02924,UGT substrate,Viloxazine
DG00956,dgroup,DG03188,UGT1A9 substrate,Viloxazine
DG00956,dgroup,DG03187,UGT2B15 substrate,Viloxazine
DG00957,dgroup,DG03059,Noradrenalin and dopamine reuptake inhibitor (NDRI),Bupropion
DG00959,dgroup,DG01658,Serotonin and norepinephrine reuptake inhibitor (SNRI),Venlafaxine
DG00959,dgroup,DG01644,CYP2D6 substrate,Venlafaxine
DG00959,dgroup,DG01633,CYP3A/CYP3A4 substrate,Venlafaxine
DG00959,dgroup,DG02913,CYP3A4 substrate,Venlafaxine
DG00960,dgroup,DG01658,Serotonin and norepinephrine reuptake inhibitor (SNRI),Milnacipran
DG00961,dgroup,DG03085,Selective norepinephrine reuptake inhibitor (NRI),Reboxetine
DG00962,dgroup,DG01658,Serotonin and norepinephrine reuptake inhibitor (SNRI),Duloxetine
DG00962,dgroup,DG01892,CYP1A2 substrate,Duloxetine
DG00962,dgroup,DG01644,CYP2D6 substrate,Duloxetine
DG00962,dgroup,DG01645,CYP2D6 inhibitor,Duloxetine
DG00963,dgroup,DG01658,Serotonin and norepinephrine reuptake inhibitor (SNRI),Desvenlafaxine
DG00963,dgroup,DG01633,CYP3A/CYP3A4 substrate,Desvenlafaxine
DG00963,dgroup,DG02913,CYP3A4 substrate,Desvenlafaxine
DG00963,dgroup,DG02924,UGT substrate,Desvenlafaxine
DG00964,dgroup,DG01639,CYP2C19 substrate,Vilazodone
DG00964,dgroup,DG01644,CYP2D6 substrate,Vilazodone
DG00964,dgroup,DG01633,CYP3A/CYP3A4 substrate,Vilazodone
DG00964,dgroup,DG02913,CYP3A4 substrate,Vilazodone
DG00965,dgroup,DG01483,5-HT1A-receptor agonist,Vortioxetine
DG00965,dgroup,DG01489,5-HT3-receptor antagonist,Vortioxetine
DG00965,dgroup,DG01638,CYP2A6 substrate,Vortioxetine
DG00965,dgroup,DG02919,CYP2B6 substrate,Vortioxetine
DG00965,dgroup,DG02918,CYP2C8 substrate,Vortioxetine
DG00965,dgroup,DG01642,CYP2C9 substrate,Vortioxetine
DG00965,dgroup,DG01639,CYP2C19 substrate,Vortioxetine
DG00965,dgroup,DG01644,CYP2D6 substrate,Vortioxetine
DG00965,dgroup,DG01633,CYP3A/CYP3A4 substrate,Vortioxetine
DG00965,dgroup,DG02913,CYP3A4 substrate,Vortioxetine
DG00965,dgroup,DG02925,CYP3A5 substrate,Vortioxetine
DG00966,dgroup,DG01644,CYP2D6 substrate,Amfetamine
DG00967,dgroup,DG03085,Selective norepinephrine reuptake inhibitor (NRI),Dexamfetamine
DG00967,dgroup,DG01644,CYP2D6 substrate,Dexamfetamine
DG00968,dgroup,DG01971,Agents for narcolepsy,Metamfetamine
DG00968,dgroup,DG01644,CYP2D6 substrate,Metamfetamine
DG00970,dgroup,DG03085,Selective norepinephrine reuptake inhibitor (NRI),Atomoxetine
DG00970,dgroup,DG01644,CYP2D6 substrate,Atomoxetine
DG00971,dgroup,DG01616,Xanthine derivative,Fenetylline
DG00971,dgroup,DG01612,Xanthine-type central nervous system stimulant,Fenetylline
DG00974,dgroup,DG01616,Xanthine derivative,Caffeine
DG00974,dgroup,DG01612,Xanthine-type central nervous system stimulant,Caffeine
DG00974,dgroup,DG01892,CYP1A2 substrate,Caffeine
DG00974,dgroup,DG02855,CYP2E1 substrate,Caffeine
DG00974,dgroup,DG01633,CYP3A/CYP3A4 substrate,Caffeine
DG00974,dgroup,DG02913,CYP3A4 substrate,Caffeine
DG00981,dgroup,DG01969,"Racetam derivative, nootropic",Pramiracetam
DG00982,dgroup,DG01595,Cholinesterase inhibitor,Tacrine
DG00982,dgroup,DG01593,Acetylcholinesterase inhibitor,Tacrine
DG00982,dgroup,DG01892,CYP1A2 substrate,Tacrine
DG00983,dgroup,DG01595,Cholinesterase inhibitor,Donepezil
DG00983,dgroup,DG01593,Acetylcholinesterase inhibitor,Donepezil
DG00983,dgroup,DG01968,Antidementia agent,Donepezil
DG00983,dgroup,DG01644,CYP2D6 substrate,Donepezil
DG00983,dgroup,DG01633,CYP3A/CYP3A4 substrate,Donepezil
DG00983,dgroup,DG02913,CYP3A4 substrate,Donepezil
DG00984,dgroup,DG01595,Cholinesterase inhibitor,Rivastigmine
DG00984,dgroup,DG01593,Acetylcholinesterase inhibitor,Rivastigmine
DG00984,dgroup,DG01594,Butyrylcholinesterase inhibitor,Rivastigmine
DG00984,dgroup,DG01968,Antidementia agent,Rivastigmine
DG00985,dgroup,DG01595,Cholinesterase inhibitor,Galantamine
DG00985,dgroup,DG01593,Acetylcholinesterase inhibitor,Galantamine
DG00985,dgroup,DG01968,Antidementia agent,Galantamine
DG00985,dgroup,DG01644,CYP2D6 substrate,Galantamine
DG00985,dgroup,DG01633,CYP3A/CYP3A4 substrate,Galantamine
DG00985,dgroup,DG02913,CYP3A4 substrate,Galantamine
DG00986,dgroup,DG01498,NMDA receptor antagonist,Memantine
DG00986,dgroup,DG01968,Antidementia agent,Memantine
DG00986,dgroup,DG02854,SLC22A2 substrate,Memantine
DG00987,dgroup,DG01595,Cholinesterase inhibitor,Neostigmine
DG00987,dgroup,DG01593,Acetylcholinesterase inhibitor,Neostigmine
DG00987,dgroup,DG01719,Parasympathomimetic agent,Neostigmine
DG00988,dgroup,DG01595,Cholinesterase inhibitor,Pyridostigmine
DG00988,dgroup,DG01593,Acetylcholinesterase inhibitor,Pyridostigmine
DG00988,dgroup,DG01719,Parasympathomimetic agent,Pyridostigmine
DG00989,dgroup,DG01595,Cholinesterase inhibitor,Distigmine
DG00989,dgroup,DG01593,Acetylcholinesterase inhibitor,Distigmine
DG00989,dgroup,DG01719,Parasympathomimetic agent,Distigmine
DG00990,dgroup,DG01595,Cholinesterase inhibitor,Ambenonium
DG00990,dgroup,DG01593,Acetylcholinesterase inhibitor,Ambenonium
DG00990,dgroup,DG01719,Parasympathomimetic agent,Ambenonium
DG00991,dgroup,DG01490,Muscarinic cholinergic receptor agonist,Bethanechol
DG00991,dgroup,DG01719,Parasympathomimetic agent,Bethanechol
DG00992,dgroup,DG01490,Muscarinic cholinergic receptor agonist,Pilocarpine
DG00992,dgroup,DG01719,Parasympathomimetic agent,Pilocarpine
DG00992,dgroup,DG03201,Intraocular pressure lowering agent,Pilocarpine
DG00992,dgroup,DG01638,CYP2A6 substrate,Pilocarpine
DG00993,dgroup,DG01490,Muscarinic cholinergic receptor agonist,Cevimeline
DG00993,dgroup,DG01719,Parasympathomimetic agent,Cevimeline
DG00993,dgroup,DG01644,CYP2D6 substrate,Cevimeline
DG00993,dgroup,DG01633,CYP3A/CYP3A4 substrate,Cevimeline
DG00993,dgroup,DG02913,CYP3A4 substrate,Cevimeline
DG00994,dgroup,DG01638,CYP2A6 substrate,Nicotine
DG00994,dgroup,DG01637,CYP1A2 inducer,Nicotine
DG00995,dgroup,DG01571,Nicotinic cholinergic receptor partial agonist,Varenicline
DG00996,dgroup,DG01498,NMDA receptor antagonist,Acamprosate
DG00997,dgroup,DG01586,Opioid receptor antagonist,Naltrexone
DG00998,dgroup,DG01586,Opioid receptor antagonist,Nalmefene
DG00998,dgroup,DG01587,Opioid receptor agonist/antagonist,Nalmefene
DG00999,dgroup,DG01498,NMDA receptor antagonist,Methadone
DG00999,dgroup,DG01564,Opioid receptor agonist,Methadone
DG00999,dgroup,DG01563,mu-Opioid receptor agonist,Methadone
DG00999,dgroup,DG01984,Opioid analgesics,Methadone
DG00999,dgroup,DG02919,CYP2B6 substrate,Methadone
DG00999,dgroup,DG02918,CYP2C8 substrate,Methadone
DG00999,dgroup,DG01642,CYP2C9 substrate,Methadone
DG00999,dgroup,DG01639,CYP2C19 substrate,Methadone
DG00999,dgroup,DG01644,CYP2D6 substrate,Methadone
DG00999,dgroup,DG01633,CYP3A/CYP3A4 substrate,Methadone
DG00999,dgroup,DG02913,CYP3A4 substrate,Methadone
DG00999,dgroup,DG02891,CYP2B6 inducer,Methadone
DG00999,dgroup,DG02853,CYP3A/CYP3A4 inducer,Methadone
DG00999,dgroup,DG01635,CYP3A4 inducer,Methadone
DG00999,dgroup,DG01665,ABCB1 substrate,Methadone
DG01000,dgroup,DG01564,Opioid receptor agonist,Levacetylmethadol
DG01000,dgroup,DG01563,mu-Opioid receptor agonist,Levacetylmethadol
DG01000,dgroup,DG01984,Opioid analgesics,Levacetylmethadol
DG01000,dgroup,DG01633,CYP3A/CYP3A4 substrate,Levacetylmethadol
DG01000,dgroup,DG02913,CYP3A4 substrate,Levacetylmethadol
DG01001,dgroup,DG01456,Adrenergic receptor agonist,Lofexidine
DG01001,dgroup,DG01450,alpha-Adrenergic receptor agonist,Lofexidine
DG01001,dgroup,DG01449,alpha2-Adrenergic receptor agonist,Lofexidine
DG01002,dgroup,DG01498,NMDA receptor antagonist,Levomethadone
DG01002,dgroup,DG01564,Opioid receptor agonist,Levomethadone
DG01002,dgroup,DG01563,mu-Opioid receptor agonist,Levomethadone
DG01002,dgroup,DG01984,Opioid analgesics,Levomethadone
DG01003,dgroup,DG01564,Opioid receptor agonist,Diamorphine
DG01003,dgroup,DG01563,mu-Opioid receptor agonist,Diamorphine
DG01003,dgroup,DG01984,Opioid analgesics,Diamorphine
DG01004,dgroup,DG01557,Histamine receptor antagonist,Betahistine
DG01004,dgroup,DG01556,Histamine receptor H3 antagonist,Betahistine
DG01005,dgroup,DG01557,Histamine receptor antagonist,Cinnarizine
DG01005,dgroup,DG01482,Histamine receptor H1 antagonist,Cinnarizine
DG01005,dgroup,DG01644,CYP2D6 substrate,Cinnarizine
DG01006,dgroup,DG01575,Calcium channel blocker,Flunarizine
DG01006,dgroup,DG01573,Calcium channel T type blocker,Flunarizine
DG01006,dgroup,DG01644,CYP2D6 substrate,Flunarizine
DG01013,dgroup,DG02018,Antimetabolite,Trimetrexate
DG01013,dgroup,DG01978,Folic acid analog,Trimetrexate
DG01013,dgroup,DG01930,Dihydrofolate reductase inhibitor,Trimetrexate
DG01015,dgroup,DG02918,CYP2C8 substrate,Hydroxychloroquine
DG01015,dgroup,DG01633,CYP3A/CYP3A4 substrate,Hydroxychloroquine
DG01015,dgroup,DG02913,CYP3A4 substrate,Hydroxychloroquine
DG01017,dgroup,DG02918,CYP2C8 substrate,Amodiaquine
DG01018,dgroup,DG01932,"Antifolate, antiprotozoal",Proguanil
DG01018,dgroup,DG01639,CYP2C19 substrate,Proguanil
DG01019,dgroup,DG01633,CYP3A/CYP3A4 substrate,Quinine
DG01019,dgroup,DG02913,CYP3A4 substrate,Quinine
DG01019,dgroup,DG01665,ABCB1 substrate,Quinine
DG01020,dgroup,DG01633,CYP3A/CYP3A4 substrate,Mefloquine
DG01021,dgroup,DG01645,CYP2D6 inhibitor,Halofantrine
DG01029,dgroup,DG01456,Adrenergic receptor agonist,Oxymetazoline
DG01029,dgroup,DG01450,alpha-Adrenergic receptor agonist,Oxymetazoline
DG01029,dgroup,DG01448,alpha1-Adrenergic receptor agonist,Oxymetazoline
DG01030,dgroup,DG01456,Adrenergic receptor agonist,Tetryzoline
DG01030,dgroup,DG01450,alpha-Adrenergic receptor agonist,Tetryzoline
DG01030,dgroup,DG01448,alpha1-Adrenergic receptor agonist,Tetryzoline
DG01032,dgroup,DG01456,Adrenergic receptor agonist,Naphazoline
DG01032,dgroup,DG01450,alpha-Adrenergic receptor agonist,Naphazoline
DG01032,dgroup,DG01448,alpha1-Adrenergic receptor agonist,Naphazoline
DG01035,dgroup,DG01557,Histamine receptor antagonist,Levocabastine
DG01035,dgroup,DG01482,Histamine receptor H1 antagonist,Levocabastine
DG01036,dgroup,DG01557,Histamine receptor antagonist,Azelastine
DG01036,dgroup,DG01482,Histamine receptor H1 antagonist,Azelastine
DG01037,dgroup,DG01557,Histamine receptor antagonist,Antazoline
DG01037,dgroup,DG01482,Histamine receptor H1 antagonist,Antazoline
DG01038,dgroup,DG01805,Mediator release inhibitor,Nedocromil
DG01039,dgroup,DG01557,Histamine receptor antagonist,Olopatadine
DG01039,dgroup,DG01482,Histamine receptor H1 antagonist,Olopatadine
DG01040,dgroup,DG01955,Corticosteroid,Flunisolide
DG01040,dgroup,DG02068,Glucocorticoid,Flunisolide
DG01040,dgroup,DG01633,CYP3A/CYP3A4 substrate,Flunisolide
DG01040,dgroup,DG02913,CYP3A4 substrate,Flunisolide
DG01041,dgroup,DG01456,Adrenergic receptor agonist,Phenylpropanolamine
DG01041,dgroup,DG01634,CYP1A2 inhibitor,Phenylpropanolamine
DG01042,dgroup,DG01456,Adrenergic receptor agonist,Pseudoephedrine
DG01044,dgroup,DG01456,Adrenergic receptor agonist,Orciprenaline
DG01044,dgroup,DG01455,beta-Adrenergic receptor agonist,Orciprenaline
DG01044,dgroup,DG01452,beta2-Adrenergic receptor agonist,Orciprenaline
DG01045,dgroup,DG01456,Adrenergic receptor agonist,Albuterol
DG01045,dgroup,DG01455,beta-Adrenergic receptor agonist,Albuterol
DG01045,dgroup,DG01452,beta2-Adrenergic receptor agonist,Albuterol
DG01046,dgroup,DG01456,Adrenergic receptor agonist,Terbutaline
DG01046,dgroup,DG01455,beta-Adrenergic receptor agonist,Terbutaline
DG01046,dgroup,DG01452,beta2-Adrenergic receptor agonist,Terbutaline
DG01047,dgroup,DG01456,Adrenergic receptor agonist,Hexoprenaline
DG01047,dgroup,DG01455,beta-Adrenergic receptor agonist,Hexoprenaline
DG01047,dgroup,DG01452,beta2-Adrenergic receptor agonist,Hexoprenaline
DG01047,dgroup,DG01951,Catecholamine adrenergic receptor agonist,Hexoprenaline
DG01048,dgroup,DG01456,Adrenergic receptor agonist,Pirbuterol
DG01048,dgroup,DG01455,beta-Adrenergic receptor agonist,Pirbuterol
DG01048,dgroup,DG01452,beta2-Adrenergic receptor agonist,Pirbuterol
DG01049,dgroup,DG01456,Adrenergic receptor agonist,Tretoquinol
DG01049,dgroup,DG01455,beta-Adrenergic receptor agonist,Tretoquinol
DG01049,dgroup,DG01452,beta2-Adrenergic receptor agonist,Tretoquinol
DG01050,dgroup,DG01456,Adrenergic receptor agonist,Tulobuterol
DG01050,dgroup,DG01455,beta-Adrenergic receptor agonist,Tulobuterol
DG01050,dgroup,DG01452,beta2-Adrenergic receptor agonist,Tulobuterol
DG01051,dgroup,DG01456,Adrenergic receptor agonist,Salmeterol
DG01051,dgroup,DG01455,beta-Adrenergic receptor agonist,Salmeterol
DG01051,dgroup,DG01452,beta2-Adrenergic receptor agonist,Salmeterol
DG01051,dgroup,DG01633,CYP3A/CYP3A4 substrate,Salmeterol
DG01051,dgroup,DG02913,CYP3A4 substrate,Salmeterol
DG01052,dgroup,DG01456,Adrenergic receptor agonist,Formoterol
DG01052,dgroup,DG01455,beta-Adrenergic receptor agonist,Formoterol
DG01052,dgroup,DG01452,beta2-Adrenergic receptor agonist,Formoterol
DG01052,dgroup,DG02924,UGT substrate,Formoterol
DG01053,dgroup,DG01456,Adrenergic receptor agonist,Clenbuterol
DG01053,dgroup,DG01455,beta-Adrenergic receptor agonist,Clenbuterol
DG01053,dgroup,DG01452,beta2-Adrenergic receptor agonist,Clenbuterol
DG01054,dgroup,DG01456,Adrenergic receptor agonist,Reproterol
DG01054,dgroup,DG01455,beta-Adrenergic receptor agonist,Reproterol
DG01054,dgroup,DG01452,beta2-Adrenergic receptor agonist,Reproterol
DG01055,dgroup,DG01456,Adrenergic receptor agonist,Procaterol
DG01055,dgroup,DG01455,beta-Adrenergic receptor agonist,Procaterol
DG01055,dgroup,DG01452,beta2-Adrenergic receptor agonist,Procaterol
DG01055,dgroup,DG01633,CYP3A/CYP3A4 substrate,Procaterol
DG01055,dgroup,DG02913,CYP3A4 substrate,Procaterol
DG01056,dgroup,DG01456,Adrenergic receptor agonist,Bitolterol
DG01056,dgroup,DG01455,beta-Adrenergic receptor agonist,Bitolterol
DG01056,dgroup,DG01452,beta2-Adrenergic receptor agonist,Bitolterol
DG01056,dgroup,DG01951,Catecholamine adrenergic receptor agonist,Bitolterol
DG01057,dgroup,DG01456,Adrenergic receptor agonist,Indacaterol
DG01057,dgroup,DG01455,beta-Adrenergic receptor agonist,Indacaterol
DG01057,dgroup,DG01452,beta2-Adrenergic receptor agonist,Indacaterol
DG01057,dgroup,DG01633,CYP3A/CYP3A4 substrate,Indacaterol
DG01057,dgroup,DG02913,CYP3A4 substrate,Indacaterol
DG01057,dgroup,DG01665,ABCB1 substrate,Indacaterol
DG01058,dgroup,DG01456,Adrenergic receptor agonist,Olodaterol
DG01058,dgroup,DG01455,beta-Adrenergic receptor agonist,Olodaterol
DG01058,dgroup,DG01452,beta2-Adrenergic receptor agonist,Olodaterol
DG01058,dgroup,DG02918,CYP2C8 substrate,Olodaterol
DG01058,dgroup,DG01642,CYP2C9 substrate,Olodaterol
DG01058,dgroup,DG02924,UGT substrate,Olodaterol
DG01058,dgroup,DG03183,UGT1A1 substrate,Olodaterol
DG01058,dgroup,DG03185,UGT1A7 substrate,Olodaterol
DG01058,dgroup,DG03188,UGT1A9 substrate,Olodaterol
DG01058,dgroup,DG03190,UGT2B7 substrate,Olodaterol
DG01060,dgroup,DG01456,Adrenergic receptor agonist,Bambuterol
DG01060,dgroup,DG01455,beta-Adrenergic receptor agonist,Bambuterol
DG01060,dgroup,DG01452,beta2-Adrenergic receptor agonist,Bambuterol
DG01061,dgroup,DG01616,Xanthine derivative,Theophylline
DG01061,dgroup,DG01609,Xanthine-type bronchodilator,Theophylline
DG01061,dgroup,DG01892,CYP1A2 substrate,Theophylline
DG01062,dgroup,DG01616,Xanthine derivative,Aminophylline
DG01062,dgroup,DG01609,Xanthine-type bronchodilator,Aminophylline
DG01062,dgroup,DG01892,CYP1A2 substrate,Aminophylline
DG01063,dgroup,DG01616,Xanthine derivative,Etamiphylline
DG01063,dgroup,DG01609,Xanthine-type bronchodilator,Etamiphylline
DG01064,dgroup,DG01616,Xanthine derivative,Bamifylline
DG01064,dgroup,DG01609,Xanthine-type bronchodilator,Bamifylline
DG01065,dgroup,DG01541,Cysteinyl leukotriene receptor antagonist,Pranlukast
DG01065,dgroup,DG01633,CYP3A/CYP3A4 substrate,Pranlukast
DG01065,dgroup,DG02913,CYP3A4 substrate,Pranlukast
DG01066,dgroup,DG01541,Cysteinyl leukotriene receptor antagonist,Montelukast
DG01066,dgroup,DG02918,CYP2C8 substrate,Montelukast
DG01066,dgroup,DG01642,CYP2C9 substrate,Montelukast
DG01066,dgroup,DG01633,CYP3A/CYP3A4 substrate,Montelukast
DG01066,dgroup,DG02913,CYP3A4 substrate,Montelukast
DG01074,dgroup,DG01564,Opioid receptor agonist,Ethylmorphine
DG01074,dgroup,DG01563,mu-Opioid receptor agonist,Ethylmorphine
DG01074,dgroup,DG01633,CYP3A/CYP3A4 substrate,Ethylmorphine
DG01074,dgroup,DG02913,CYP3A4 substrate,Ethylmorphine
DG01075,dgroup,DG01564,Opioid receptor agonist,Hydrocodone
DG01075,dgroup,DG01563,mu-Opioid receptor agonist,Hydrocodone
DG01075,dgroup,DG02919,CYP2B6 substrate,Hydrocodone
DG01075,dgroup,DG01639,CYP2C19 substrate,Hydrocodone
DG01075,dgroup,DG01644,CYP2D6 substrate,Hydrocodone
DG01075,dgroup,DG01633,CYP3A/CYP3A4 substrate,Hydrocodone
DG01075,dgroup,DG02913,CYP3A4 substrate,Hydrocodone
DG01076,dgroup,DG01564,Opioid receptor agonist,Codeine
DG01076,dgroup,DG01563,mu-Opioid receptor agonist,Codeine
DG01076,dgroup,DG01984,Opioid analgesics,Codeine
DG01076,dgroup,DG01644,CYP2D6 substrate,Codeine
DG01076,dgroup,DG01633,CYP3A/CYP3A4 substrate,Codeine
DG01076,dgroup,DG02913,CYP3A4 substrate,Codeine
DG01076,dgroup,DG02924,UGT substrate,Codeine
DG01076,dgroup,DG03189,UGT2B4 substrate,Codeine
DG01076,dgroup,DG03190,UGT2B7 substrate,Codeine
DG01078,dgroup,DG01498,NMDA receptor antagonist,Dextromethorphan
DG01078,dgroup,DG01644,CYP2D6 substrate,Dextromethorphan
DG01094,dgroup,DG01557,Histamine receptor antagonist,Diphenylpyraline
DG01094,dgroup,DG01482,Histamine receptor H1 antagonist,Diphenylpyraline
DG01094,dgroup,DG01616,Xanthine derivative,Diphenylpyraline
DG01095,dgroup,DG01557,Histamine receptor antagonist,Carbinoxamine
DG01095,dgroup,DG01482,Histamine receptor H1 antagonist,Carbinoxamine
DG01096,dgroup,DG01557,Histamine receptor antagonist,Doxylamine
DG01096,dgroup,DG01482,Histamine receptor H1 antagonist,Doxylamine
DG01097,dgroup,DG01557,Histamine receptor antagonist,Brompheniramine
DG01097,dgroup,DG01482,Histamine receptor H1 antagonist,Brompheniramine
DG01098,dgroup,DG01557,Histamine receptor antagonist,Dexchlorpheniramine
