entry_id,name,type,class,member_count,member_ids,atc_codes,comment
DG01258,Gisadenafil,Chemical,Cardiovascular agent DG01509  Phosphodiesterase V inhibitor,2,D09621;D09622,,
DG01259,Lazabemide,Chemical,Neuropsychiatric agent DG01568  MAO inhibitor DG01512  Monoamine oxidase B inhibitor,2,D04681;D01097,,
DG01260,Safinamide,Chemical,Neuropsychiatric agent DG01568  MAO inhibitor DG01512  Monoamine oxidase B inhibitor DG01967  Antiparkinson agent Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate DG02917  MAO substrate DG03178  MAOA substrate,2,D10158;D10191,N04BD03,
DG01261,Clavulanic acid,Chemical,Antibacterial DG01710  beta-Lactam antibiotic DG01713  Penicillin skeleton group DG01487  Clavam DG01479  beta-Lactamase inhibitor,2,D07711;D02370,,
DG01262,Motesanib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor,2,D06678;D08947,,
DG01263,Oximonam,Chemical,Antibacterial DG01710  beta-Lactam antibiotic DG01454  Monobactam DG01804  Oxyimino beta-lactam,2,D05300;D05302,,
DG01264,Cenicriviroc,Chemical,,2,D09878;D09879,,
DG01265,Droloxifene,Chemical,Antineoplastic DG01585  Estrogen receptor antagonist DG01620  Tamoxifene-type antineoplastic Hormonal agent DG01619  Estrogen receptor antagonist/modulator,2,D03911;D03912,,
DG01266,Incadronic acid,Chemical,Musculo-skeletal system agent DG03232  Osteoporosis agent DG01600  Bisphosphonate,2,D08073;D07123,,
DG01267,Etirinotecan pegol,Chemical,Antineoplastic DG01529  Topoisomerase inhibitor DG01526  Topoisomerase I inhibitor,3,D10367;D10422;D10427,L01CE03,
DG01268,Amonafide,Chemical,Antineoplastic DG01529  Topoisomerase inhibitor DG01527  Topoisomerase II inhibitor,2,D10090;D10091,,
DG01269,Ixazomib,Chemical,Antineoplastic DG03134  Proteasome inhibitor,2,D10130;D10131,L01XG03,
DG01270,Isosorbide nitrate,Chemical,Cardiovascular agent DG01657  Nitrovasodilator,2,D00516;D00630,,
DG01271,Limaprost,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Hormonal agent DG01961  Prostaglandin derivative DG01611  Prostaglandin E1 derivative,2,D02722;D02860,,
DG01272,Piroheptine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist DG01745  Anticholinergic antiparkinson agent DG01967  Antiparkinson agent,2,D08395;D01231,,
DG01273,Diprenorphine,Chemical,Analgesic DG01587  Opioid receptor agonist/antagonist,2,D07863;D07864,,
DG01274,Patidegib Saridegib,Chemical,Antineoplastic DG01566  Hedgehog signaling inhibitor,2,D10324;D10325,,
DG01275,Boldenone,Chemical,Hormonal agent DG01590  Androgen receptor agonist DG01605  Anabolic steroid,2,D07536;D03145,,
DG01276,Methandriol,Chemical,Hormonal agent DG01590  Androgen receptor agonist DG01605  Anabolic steroid,2,D08196;D08197,,
DG01277,Pirlindole,Chemical,Neuropsychiatric agent DG01568  MAO inhibitor DG01558  Monoamine oxidase A inhibitor,2,D08392;D08393,,
DG01278,Pruvanserin,Chemical,,2,D06632;D06633,,
DG01279,Naluzotan,Chemical,Neuropsychiatric agent DG01483  5-HT1A-receptor agonist,2,D09358;D09359,,
DG01280,Duvoglustat,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01663  alpha-Glucosidase inhibitor,2,D09605;D09606,,
DG01281,Carmegliptin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01601  DPP-4 inhibitor,2,D08631;D09326,,
DG01282,Dutogliptin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01601  DPP-4 inhibitor,2,D09333;D09334,,
DG01283,Teneligliptin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01601  DPP-4 inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate DG03191  FMO1 substrate DG02950  FMO3 substrate Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor DG02852  CYP3A/CYP3A4 inhibitor DG01522  CYP3A4 inhibitor DG02951  FMO inhibitor,3,D08616;D09756;D11968,A10BH08,
DG01284,Trelagliptin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01601  DPP-4 inhibitor Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D10178;D10179,,
DG01285,Mosapride,Chemical,Gastrointestinal agent DG01763  Propulsive Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D01994;D08236,A03FA09,
DG01286,Sofinicline,Chemical,Neuropsychiatric agent DG01571  Nicotinic cholinergic receptor partial agonist,2,D09382;D09383,,
DG01287,Lobeline,Chemical,Neuropsychiatric agent DG01571  Nicotinic cholinergic receptor partial agonist,3,D02364;D02202;D08138,,
DG01288,Pozanicline,Chemical,Neuropsychiatric agent DG01571  Nicotinic cholinergic receptor partial agonist,2,D09367;D09368,,
DG01289,Carpronium,Chemical,Neuropsychiatric agent DG01490  Muscarinic cholinergic receptor agonist,2,D01175;D09752,,
DG01290,Methacholine,Chemical,Neuropsychiatric agent DG01490  Muscarinic cholinergic receptor agonist,1,D04970,,
DG01291,Aclatonium,Chemical,Neuropsychiatric agent DG01490  Muscarinic cholinergic receptor agonist,1,D01955,,
DG01292,Fadrozole,Chemical,Antineoplastic DG01596  Aromatase inhibitor,3,D07940;D02451;D03778,,
DG01293,Liarozole,Chemical,Antineoplastic DG01596  Aromatase inhibitor,2,D03781;D03784,,
DG01294,Cangrelor,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent DG01809  P2Y12 receptor antagonist,2,D03359;D03361,B01AC25,
DG01295,Elinogrel,Chemical,Blood modifier agent DG01809  P2Y12 receptor antagonist,2,D09607;D09608,,
DG01296,Benserazide,Chemical,Cardiovascular agent DG01617  Catecholamine synthesis inhibitors,2,D03082;D01653,,
DG01297,Croconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D07752;D02169,,
DG01298,Tiaramide,Chemical,Anti-inflammatory DG01504  Nonsteroidal anti-inflammatory drug (NSAID),2,D08592;D01341,,
DG01299,Calcium acetate,Chemical,Gastrointestinal agent DG01980  Calcium,2,D00931;D02257,,
DG01300,Xanomeline,Chemical,Neuropsychiatric agent DG01490  Muscarinic cholinergic receptor agonist,2,D06330;D06331,,
DG01301,Benzetimide,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,2,D07513;D03087,,
DG01302,Amosulalol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG03180  alpha1 and beta-Adrenergic receptor antagonist DG03231  Antihypertensive DG03180  alpha1 and beta-Adrenergic receptor antagonist,2,D07451;D01469,,
DG01303,Arotinolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG03180  alpha1 and beta-Adrenergic receptor antagonist DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent DG03231  Antihypertensive DG03180  alpha1 and beta-Adrenergic receptor antagonist,2,D07465;D01830,,
DG01304,Bifeprunox,Chemical,Neuropsychiatric agent DG01483  5-HT1A-receptor agonist DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist,2,D06566;D06567,,
DG01305,Cariprazine,Chemical,Neuropsychiatric agent DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist Metabolizing enzyme substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D09997;D09876,N05AX15,
DG01306,Tandospirone,Chemical,Neuropsychiatric agent DG01483  5-HT1A-receptor agonist,2,D08561;D01992,,
DG01307,Rilmazafone,Chemical,Neuropsychiatric agent DG01835  Benzodiazepine sedative-hypnotics DG03202  Hypnotic DG01567  GABA-A receptor agonist Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate DG02970  CES substrate,2,D08481;D01564,,
DG01308,Butabarbital,Chemical,Neuropsychiatric agent DG01837  Barbiturate sedative-hypnotics,2,D03180;D00699,,
DG01309,Esreboxetine,Chemical,Neuropsychiatric agent DG03085  Selective norepinephrine reuptake inhibitor (NRI),2,D09340;D09341,,
DG01310,Edivoxetine,Chemical,Neuropsychiatric agent DG03085  Selective norepinephrine reuptake inhibitor (NRI),2,D09890;D09891,,
DG01311,Tedatioxetine,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist,2,D10170;D10171,,
DG01312,Carpipramine,Chemical,Neuropsychiatric agent DG03200  Antipsychotic agent DG01942  Iminobenzyl antipsychotic,3,D07623;D01449;D02713,,
DG01313,Clocapramine,Chemical,Neuropsychiatric agent DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist DG03200  Antipsychotic agent DG01942  Iminobenzyl antipsychotic,2,D07718;D02371,,
DG01314,Elzasonan,Chemical,Analgesic DG01518  5-HT1B/1D-receptor agonist,2,D03982;D03983,,
DG01315,Orvepitant,Chemical,,2,D09650;D09651,,
DG01316,Bunazosin,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01465  alpha-Adrenergic receptor antagonist DG01457  alpha1-Adrenergic receptor antagonist DG03231  Antihypertensive Ophthalmic agent DG03201  Intraocular pressure lowering agent,2,D07550;D01887,,
DG01317,Medroxalol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker),2,D04888;D04889,,
DG01318,Detomidine,Chemical,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01450  alpha-Adrenergic receptor agonist DG01449  alpha2-Adrenergic receptor agonist,2,D07795;D03702,,
DG01319,Lergotrile,Chemical,Neuropsychiatric agent DG01472  Dopamine agonist DG01468  Dopamine D2-receptor agonist DG01964  Ergot alkaloid,2,D04693;D04694,,
DG01320,Medetomidine,Chemical,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01450  alpha-Adrenergic receptor agonist DG01449  alpha2-Adrenergic receptor agonist,2,D08165;D04883,,
DG01321,Xylazine,Chemical,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01450  alpha-Adrenergic receptor agonist DG01449  alpha2-Adrenergic receptor agonist,2,D08683;D06344,,
DG01322,Tilisolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker),2,D08598;D01795,,
DG01323,Indenolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent,2,D08078;D01958,,
DG01324,Pardoprunox,Chemical,Neuropsychiatric agent DG01483  5-HT1A-receptor agonist,2,D09397;D09366,,
DG01325,Pridopidine,Chemical,,2,D09953;D09954,,
DG01326,Talipexole,Chemical,Neuropsychiatric agent DG01472  Dopamine agonist DG01468  Dopamine D2-receptor agonist,2,D08558;D01505,,
DG01327,Bepotastine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D09705;D01654,,
DG01328,Homochlorcyclizine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D08041;D01460,,
DG01329,Dihydroergocryptine,Chemical,Neuropsychiatric agent DG01964  Ergot alkaloid,2,D07835;D07836,,
DG01330,Irdabisant,Chemical,,2,D10128;D10129,,
DG01331,Dexpramipexole,Chemical,,2,D09886;D09887,,
DG01332,Lasmiditan,Chemical,,2,D10338;D10424,N02CC08,
DG01333,Sarpogrelate,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG02919  CYP2B6 substrate DG01642  CYP2C9 substrate DG01639  CYP2C19 substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D08508;D01624,,
DG01334,Temanogrel,Chemical,,2,D09976;D09977,,
DG01335,Naronapride,Chemical,Gastrointestinal agent DG01763  Propulsive,2,D09933;D09934,,
DG01336,Velusetrag,Chemical,,2,D09693;D09694,,
DG01337,Cerlapirdine,Chemical,,2,D10099;D10100,,
DG01338,Ulimorelin,Chemical,,2,D09981;D09982,,
DG01339,Carfentanil,Chemical,Neuropsychiatric agent DG01564  Opioid receptor agonist DG01563  mu-Opioid receptor agonist Analgesic DG01984  Opioid analgesics,2,D07620;D03405,,
DG01340,Eptazocine,Chemical,Neuropsychiatric agent DG01564  Opioid receptor agonist DG01562  kappa-Opioid receptor agonist Analgesic DG01984  Opioid analgesics DG01586  Opioid receptor antagonist,2,D07904;D01879,,
DG01341,Levorphanol,Chemical,Neuropsychiatric agent DG01564  Opioid receptor agonist DG01563  mu-Opioid receptor agonist Analgesic DG01984  Opioid analgesics,2,D08123;D00841,,
DG01342,Naldemedine,Chemical,Analgesic DG01586  Opioid receptor antagonist Gastrointestinal agent DG01770  Laxative Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D10188;D10478,A06AH05,
DG01343,Oxymorphone,Chemical,Neuropsychiatric agent DG01564  Opioid receptor agonist DG01563  mu-Opioid receptor agonist Analgesic DG01984  Opioid analgesics,2,D08323;D00844,N02AA11,
DG01344,Giractide,Chemical,Hormonal agent DG01629  Adrenocorticotropic hormone (ACTH),2,D09937;D09801,,
DG01345,Elagolix,Chemical,,2,D09335;D09336,H01CC03,
DG01346,Fertirelin,Chemical,Hormonal agent DG01494  Gonadotropin-releasing hormone receptor agonist,2,D07957;D04174,,
DG01347,Montirelin,Chemical,,2,D02588;D09845,,
DG01348,Atopaxar,Chemical,,2,D09866;D09867,,
DG01349,Vorapaxar,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Metabolizing enzyme substrate DG02954  CYP2J2 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D09765;D09766,B01AC26,
DG01350,Ifetroban,Chemical,Anti-allergic agent DG01517  Thromboxane A2 receptor antagonist,2,D04500;D04501,,
DG01351,Otenabant,Chemical,Gastrointestinal agent DG01705  Anoretic DG01754  Cannabinoid receptor inverse agonist,2,D09362;D09363,,
DG01352,Davalintide,Chemical,,2,D09600;D09601,,
DG01353,Telcagepant,Chemical,,2,D09391;D09392,,
DG01354,Arbaclofen,Chemical,Neuropsychiatric agent DG01565  GABA-B receptor agonist,2,D09791;D08861,,
DG01355,Aspartame,Chemical,,2,D02381;D08862,,
DG01356,Saccharin,Chemical,,4,D01085;D02192;D05781;D08500,,
DG01357,Varlitinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor,2,D09689;D09690,,
DG01359,Mecasermin,Chemical,,2,D03297;D04870,,
DG01360,Cediranib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor DG03203  VEGFR inhibitor,2,D08881;D08883,L01EK02,
DG01361,Crenolanib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor,2,D10102;D10103,,
DG01362,Lenvatinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate Transporter substrate DG01665  ABCB1 substrate,2,D09919;D09920,L01EX08,
DG01363,Toceranib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor,2,D08503;D08544,,
DG01364,Quizartinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate,2,D09955;D09956,L01EX11,
DG01365,Tozasertib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor,2,D08279;D08344,,
DG01366,Momelotinib,Chemical,Anti-inflammatory DG01985  Disease modifying anti-rheumatic drug (DMARD) DG02020  JAK inhibitor,3,D10315;D10358;D10889,,
DG01367,Golvatinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor,2,D10224;D10465,,
DG01368,Rebastinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor,2,D10334;D10399,,
DG01370,Vercirnon,Chemical,,2,D10378;D10379,,
DG01371,Elubrixin,Chemical,,2,D10332;D10420,,
DG01372,Liothyronine,Chemical,Hormonal agent DG01953  Thyroid preparation DG01608  Thyroid hormone replenisher,3,D08128;D01011;D08129,,
DG01373,Brivanib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor,2,D09589;D08878,,
DG01374,Nintedanib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor Metabolizing enzyme substrate DG02924  UGT substrate Transporter substrate DG01665  ABCB1 substrate,2,D10481;D10396,L01EX09,
DG01375,Tivozanib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor DG01917  Receptor tyrosine kinase inhibitor DG03203  VEGFR inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D09683;D10190,L01EK03,
DG01376,Halopredone,Chemical,,2,D08036;D01743,,
DG01377,Thiamylal,Chemical,Neuropsychiatric agent DG01837  Barbiturate sedative-hypnotics DG01567  GABA-A receptor agonist DG02030  Anesthetics DG02027  General anesthetics DG02025  Barbiturate anesthetics,2,D06106;D00713,,
DG01378,Dexmecamylamine,Chemical,,2,D10111;D10112,,
DG01379,Latrepirdine,Chemical,Neuropsychiatric agent DG01595  Cholinesterase inhibitor DG01593  Acetylcholinesterase inhibitor DG01498  NMDA receptor antagonist,2,D09917;D09918,,
DG01380,Tiletamine,Chemical,Neuropsychiatric agent DG01498  NMDA receptor antagonist,2,D08596;D06146,,
DG01381,Pirmenol,Chemical,Cardiovascular agent DG01653  Antiarrhythmics DG01652  Class I antiarrhythmic agent DG01649  Class Ia antiarrhythmic agent,3,D08394;D01785;D06517,,
DG01382,Efonidipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG01573  Calcium channel T type blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker,2,D07886;D01604,,
DG01383,Morantel,Chemical,,3,D08230;D05076;D08231,,
DG01384,Budiodarone,Chemical,,2,D09590;D09591,,
DG01385,Menthol,Chemical,,3,D04918;D00064;D04849,,
DG01386,Amitifadine,Chemical,,2,D10088;D10089,,
DG01387,Levomilnacipran,Chemical,,2,D10072;D10133,N06AX28,
DG01388,Lesinurad,Chemical,Musculo-skeletal system agent DG02042  Uricosurics Metabolizing enzyme substrate DG01642  CYP2C9 substrate,2,D09921;D09922,M04AB05,
DG01389,Lifitegrast,Chemical,,2,D10374;D10392,S01XA25,
DG01390,Tecarfarin,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01708  Coumarin anticoagulant DG01760  Warfarin and analog,2,D09676;D09677,,
DG01391,Cindunistat,Chemical,,2,D10386;D10419,,
DG01392,Forodesine,Chemical,,2,D06596;D04245,,
DG01393,Indanazoline,Chemical,,2,D08075;D08076,R01AA15,
DG01394,Varespladib,Chemical,,3,D08107;D06283;D08221,,
DG01395,Itopride,Chemical,Neuropsychiatric agent DG01595  Cholinesterase inhibitor DG01593  Acetylcholinesterase inhibitor DG01594  Butyrylcholinesterase inhibitor Gastrointestinal agent DG01763  Propulsive Metabolizing enzyme substrate DG03191  FMO1 substrate DG02950  FMO3 substrate,2,D08094;D02729,A03FA07,
DG01396,Olprinone,Chemical,Cardiovascular agent DG01703  Cardiotonic DG01757  Amrinone type cardiotonic DG01507  Phosphodiesterase III inhibitor DG01757  Amrinone type cardiotonic,2,D08294;D02042,,
DG01397,Cilastatin,Chemical,,2,D07698;D02194,,
DG01398,Edoxaban,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01662  Factor Xa inhibitor Transporter substrate DG01665  ABCB1 substrate,3,D09710;D09546;D11568,B01AF03,
DG01399,Pegnivacogin,Chemical,,2,D10484;D10150,,
DG01400,Gabexate,Chemical,Blood modifier agent DG01950  Antithrombotic agent,2,D08004;D01672,,
DG01401,Sivelestat,Chemical,,2,D03788;D01918,,
DG01402,Abexinostat,Chemical,Antineoplastic DG03133  Histone deacetylase inhibitor,2,D10060;D10084,,
DG01403,Panobinostat,Chemical,Antineoplastic DG03133  Histone deacetylase inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor,2,D10319;D10019,L01XH03,
DG01404,Mocetinostat,Chemical,,2,D09641;D09357,,
DG01406,Sotrastaurin,Chemical,,2,D09671;D09718,,
DG01407,Quisinostat,Chemical,Antineoplastic DG03133  Histone deacetylase inhibitor,2,D10321;D10322,,
DG01408,Afuresertib,Chemical,,2,D10381;D10382,,
DG01409,Dilmapimod,Chemical,,2,D09602;D09603,,
DG01410,Pimasertib,Chemical,Antineoplastic DG03137  MEK inhibitor,2,D10426;D10486,,
DG01411,Verubulin,Chemical,,2,D10029;D10030,,
DG01412,Batabulin,Chemical,,2,D06560;D03059,,
DG01413,Cevipabulin,Chemical,,2,D06576;D08889,,
DG01414,Selumetinib,Chemical,Antineoplastic DG03137  MEK inhibitor Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG01642  CYP2C9 substrate DG01639  CYP2C19 substrate DG02855  CYP2E1 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate DG02925  CYP3A5 substrate DG02924  UGT substrate DG03183  UGT1A1 substrate DG03184  UGT1A3 substrate,2,D09666;D10024,L01EE04,
DG01415,Fosbretabulin,Chemical,,2,D09346;D09619,,
DG01416,Rigosertib,Chemical,,2,D10154;D10155,,
DG01417,Volasertib,Chemical,,2,D10182;D10183,,
DG01418,Saracatinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor,2,D09664;D09665,,
DG01419,Fostamatinib,Chemical,Antineoplastic DG01918  Tyrosine kinase inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG02852  CYP3A/CYP3A4 inhibitor Transporter inhibitor DG01622  ABCB1 inhibitor DG02862  ABCG2 inhibitor,2,D09347;D09348,B02BX09,
DG01420,Lamifiban,Chemical,Blood modifier agent DG01811  Fibrinogen receptor antagonist,2,D04659;D04660,,
DG01421,Recainam,Chemical,,2,D05708;D05709,,
DG01422,Peplomycin,Chemical,,2,D08336;D02063,,
DG01426,Eritoran,Chemical,,2,D04043;D09573,,
DG01427,Brilacidin,Chemical,,2,D10414;D10415,,
DG01428,Agatolimod,Chemical,,2,D08841;D08842,,
DG01430,Paclitaxel,Chemical,Metabolizing enzyme substrate DG02918  CYP2C8 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D00491;D05333,,
DG01431,Gataparsen,Chemical,,2,D09909;D09910,,
DG01432,Lenampicillin,Chemical,Antibacterial DG01710  beta-Lactam antibiotic DG01713  Penicillin skeleton group DG01480  Penicillin,2,D08110;D01696,,
DG01433,Cefquinome,Chemical,Antibacterial DG01710  beta-Lactam antibiotic DG01714  Cephalosporin skeleton group DG01488  Cephem DG01804  Oxyimino beta-lactam,2,D07652;D03429,,
DG01434,Ceftiofur,Chemical,Antibacterial DG01710  beta-Lactam antibiotic DG01714  Cephalosporin skeleton group DG01488  Cephem DG01804  Oxyimino beta-lactam,3,D07657;D01682;D03430,,
DG01435,Tilmicosin,Chemical,Antibacterial DG01551  Macrolide antibiotic DG01876  16-Membered ring macrolide antibiotic,2,D02492;D02493,,
DG01436,Tylosin,Chemical,Antibacterial DG01551  Macrolide antibiotic DG01876  16-Membered ring macrolide antibiotic,3,D02490;D09809;D10033,,
DG01437,Tiamulin,Chemical,Antibacterial DG01813  Pleuromutilin,2,D06127;D06128,,
DG01438,Valnemulin,Chemical,Antibacterial DG01813  Pleuromutilin,2,D08665;D08666,,
DG01439,Arabinofuranosyl type antineoplastic,Structure,"Antineoplastic DG02018  Antimetabolite DG01958  Nucleic acid derivative, antineoplastic",23,D07966;D01907;D03546;D05134;D00168;D03046;D03637;D02368;D01155;D10222;D03665;D01633;D12451;D12452;D01651;D04134;D04233;D06100;D06221;D06255;D09712;D09722;D12387,,
DG01440,Arabinofuranosyl type antiviral,Structure,Antiviral,16,D06298;D00406;D06299;D06300;D00412;D01199;D00423;D07200;D06580;D06651;D03981;D04180;D06196;D06278;D09028;D10477,,
DG01441,Radezolid,Chemical,Antibacterial DG01789  Oxazolidinone antibiotic,2,D09369;D09370,,
DG01442,Tedizolid,Chemical,Antibacterial DG01789  Oxazolidinone antibiotic,2,D09685;D09686,J01XX11,
DG01443,Coumermycin,Chemical,,2,D02333;D03599,,
DG01444,Racepinephrine,Chemical,Cardiovascular agent DG01951  Catecholamine adrenergic receptor agonist,2,D05688;D05689,,
DG01445,Brovanexine,Chemical,,2,D07544;D07588,,
DG01446,Framycetin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic,2,D05140;D07994,D09AA01 R01AX08 S01AA07,
DG01447,Aminoglycoside antibiotic,"Structure, Class",Antibacterial,50,D08531;D01350;D07432;D00063;D02542;D08013;D01063;D00866;D03262;D08260;D01618;D05141;D05142;D02543;D00865;D08268;D00867;D02544;D02181;D07811;D01753;D08478;D02209;D02545;D01826;D07462;D01523;D07497;D01868;D10151;D10655;D08526;D00869;D07467;D00868;D05140;D07994;D07840;D02512;D08219;D01821;D07470;D01881;D02322;D03104;D03190;D05128;D05425;D05629;D06254,J01G,
DG01448,alpha1-Adrenergic receptor agonist,Target,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01450  alpha-Adrenergic receptor agonist,23,D08286;D01405;D08365;D00511;D08366;D08966;D08201;D01020;D08220;D01307;D02774;D07560;D08322;D01022;D08578;D00756;D01023;D08253;D00743;D01021;D02901;D06394;D09784,,
DG01449,alpha2-Adrenergic receptor agonist,Target,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01450  alpha-Adrenergic receptor agonist,24,D00514;D01205;D08141;D04765;D08205;D00405;D00281;D00604;D08031;D00606;D07540;D02076;D08611;D00776;D07461;D01008;D07795;D03702;D08165;D04883;D08683;D06344;D02388;D08487,,
DG01450,alpha-Adrenergic receptor agonist,Target,Cardiovascular agent DG01456  Adrenergic receptor agonist,53,D08286;D01405;D08365;D00511;D08366;D08966;D08201;D01020;D08220;D01307;D02774;D07560;D08322;D01022;D08578;D00756;D01023;D08253;D00743;D01021;D02901;D06394;D09784;D00514;D01205;D08141;D04765;D08205;D00405;D00281;D00604;D08031;D00606;D07540;D02076;D08611;D00776;D07461;D01008;D07795;D03702;D08165;D04883;D08683;D06344;D02388;D08487;D07148;D08308;D08309;D08192;D01019;D00607,,
DG01451,beta1-Adrenergic receptor agonist,Target,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01455  beta-Adrenergic receptor agonist,9,D02910;D00636;D03879;D00632;D03880;D03881;D02614;D03195;D04708,,
