entry_id,name,formula,mol_weight,atc_codes,dgroup_id,compound_id,therapeutic_category,efficacy,cas,pubchem,chebi
D06441,Collodion (USP),,,,,,,Protectant (topical),9004-70-0,47208097,
D06451,Lauromacrogol (JP18),,,A06AD15,DG00076,,,"Pharmaceutic aid (lubricant, ointment base, solvent, surfactant)",,47208107,
D06452,Dimethicone 350 (USAN),,,,,,,Prosthetic aid (soft tissue),9006-65-9,47208108,
D06453,Pentalyte (USAN); Tis-U-Sol (TN),,,,,,,Electrolyte,9005-27-0,47208109,
D06454,Pentastarch (USAN); Pentaspan (TN),,,,,,,Plasma volume expander,9005-27-0,47208110,
D06455,Capsicum tincture (JP18); Capsicum extract; Capsicum tincture (TN),,,,,,2649,Skin irritant,,47208111,
D06456,"Cellulose, oxidized regenerated (USP); Surgicel absorbable hemostat (TN)",,,B02BC02,DG00168,,,Hemostatic (local),,47208112,
D06457,"Gonadotropin, chorionic (USP); Human chorionic gonadotrophin (JP18); HCG (TN); A.P.L. (TN); Pregnyl (TN)",,,G03GA01,,C18185,2413,"Ovulation inducing agent, Luteinizing hormone/choriogonadotropin receptor agonist, Follicle stimulating hormone receptor agonist",9002-61-3,47208113,
D06458,"Globulin, immune (USP); Human normal immunoglobulin (JP18); Gamma globulin (TN); Bay gam (TN); Hyqvia (TN)",,,J06BA01,,,6343,"Immunizing agent (passive), Replenisher (gamma-globulin)",89957-37-9,47208114,
D06459,"Purified human menopausal gonadotrophin (JAN); Human menopausal gonadotrophin, purified",,,G03GA02,DG00472,,2413,"Ovulation inducing agent, Luteinizing hormone/choriogonadotropin receptor agonist, Follicle stimulating hormone receptor agonist",61489-71-2,47208115,
D06460,Polycarbophil (USP/INN); Noveon AA-1 (TN),,,,,,,Laxative,9003-97-8,47208116,
D06461,Mentha oil (JP18); Mentha oil (TN),,,,,,7149,Pharmaceutic aid (flavor),68917-18-0,47208117,
D06462,Castor oil (JP18/USP); Castor oil (TN),,,A06AB05,DG00071,,2356,Laxative,8001-79-4,47208118,140618
D06463,Lumiliximab (USAN/INN); Gomiliximab (USAN),C6850H10656N1824O2106S50,153860.1108,,,,,"Antiallergic, Antiasthmatic, Antineoplastic, Anti-CD23 antibody",357613-86-6,47208119,
D06465,Chlorophyllin copper complex sodium (USP); Sodium copper chlorophyllin (JAN); Derifil (TN),C34H31N4O6. Cu. 3Na,724.1484,,,,,Deodorizer,11006-34-1,47208121,
D06466,Freeze-dried BCG vaccine (for percutaneous use) (JP18); Immunobladder (TN),,,L03AX03,DG00738,,6311 6391,"Antineoplastic, Active immunization (tuberculosis)",,47208122,
D06467,Whole human blood (JP18); Stored whole blood CPD (TN),,,,,,6341,Replenisher (blood),,47208123,
D06468,Isopaque (JAN),,,,,,,Diagnostic aid (ionic contrast medium),,47208124,
D06469,Lysine hydrochloride,C6H14N2O2. HCl,182.6485,,,,,Supplement (lysine),,47208125,
D06475,Adsorbed hepatitis B vaccine (JP18); Bimmugen (TN),,,J07BC01,,,6313,Active immunization (hepatitis B),,47208131,
D06478,Darunavir ethanolate (JAN); Prezista (TN),C27H37N3O7S. C2H6O,593.732,J05AE10,DG00659,,6250,"Antiviral, HIV protease inhibitor",635728-49-3,47208134,
D06479,Iodinated (131I) human serum albumin (JP18); Iodinated human serum albumin-131I (TN),,,V09XA03,DG01195,,,"Diagnostic aid, Radioactive agent",9048-46-8,47208135,
D06480,Diphtheria antitoxin,,,J06AA01,DG00668,,,Antitoxin,,47208136,
D06482,Thyroid (USP); Thyradin (TN),,,,DG01993,C08215,,Replenisher (thyroid hormone),8028-36-2,47208138,9584
D06483,Arginine hydrochloride; R-gene (TN),C6H14N4O2. HCl,210.6619,B05XB01,DG00189,,,Supplement (arginine),,47208139,
D06484,Podophyllum resin; Podophyllin,,,,,,,Caustic,9000-55-9,47208140,
D06485,Amoxicillin hydrate and potassium clavulanate; Augmentin (TN),,,J01CR02 J01RA01,,,6139,Antibacterial,,47208141,
D06486,Mumps virus vaccine live; Mumpsvax (TN),,,,,,,Active immunization (mumps),,47208142,
D06487,Polyglactin 910 (USAN); Polyglactin; Vicryl (TN),(C6H8O4)m. (C4H4O4)n,,,,,,"Surgical aid (surgical suture coating, absorbable)",26780-50-7,47208143,53493
D06490,Nonoxynol 9 (USP); Nonoxynol 4 (USAN); Nonoxynol 15 (USAN); Nonoxynol 30 (USAN); p-Nonylphenyl polyethylene glycol ether; Nonoxynol 10; Delfen (TN),C15H24O(C2H4O)n,,,,,,"Contraceptive, Spermaticide, Pharmaceutic aid (wetting, solubilizing, surfactant)",26027-38-3,47208146,53775
D06494,Nux vomica tincture (JP18); Strychnos extract tincture (TN),,,,,,2333,Gastric secretion accelerator,8046-97-7,47208150,
D06495,Octreotide acetate (USP); Sandostatin (TN),C49H66N10O10S2. (C2H4O2)x,,H01CB02,DG00501,,,"Antisecretory (hormone), Somatostatin receptor agonist",79517-01-4,47208151,
D06498,Concentrated human blood platelet; Platelet concentrate HLA (TN),,,,,,6342,Replenisher (platelet),,47208154,
D06499,Opium tincture (JP18); Opium tincture (TN),,,A07DA02 N02AA02,DG00091,,8113,Analgesic (narcotic),8008-60-4,47208155,
D06500,"Orange peel tincture (JP18); Orange peel tincture, sweet (NF); Dried bitter orange peel (TN); Osbeck (TN)",,,,,,2333,Pharmaceutic aid (flavor),,47208156,
D06501,Orange peel syrup (JP18); Dried bitter orange peel (TN),,,,,,2333,Pharmaceutic aid (flavor),,47208157,
D06502,Polyoxyethylene (160) polyoxypropylene (30) glycol; Poloxamer 188,,,,,,,Surfactant,,47208158,
D06503,Pemetrexed sodium hydrate (JAN); Pemetrexed disodium heptahydrate; Alimta (TN),C20H19N5O6. 7H2O. 2Na,597.4813,L01BA04,DG00682,,4229,"Antineoplastic, Antimetabolite",,47208159,63723
D06504,Rabies vaccine; Rabavert (TN),,,J07BG01,,,,Active immunization (rabies),,47208160,
D06505,"Starch, topical (USP)",,,,,,,Dusting powder,,47208161,
D06506,"Starch, pregelatinized (NF)",,,,,,,Pharmaceutic aid (tablet excipient),9005-25-8,47208162,
D06507,Starch,,,,,C00369 G10545,,"Dusting powder, Pharmaceutic aid (excipient)",9005-25-8,47208163,28017
D06508,Shellac (NF),,,,,,,Pharmaceutic aid (tablet coating),9000-59-3,47208164,
D06509,White shellac (JP18),,,,,,,Pharmaceutic aid (coating agent),,47208165,
D06510,Freeze-dried smallpox vaccine (JP18),,,J07BX01,,,,Active immunization (smallpox),,47208166,
D06511,Freeze-dried smallpox vaccine prepared in cell culture (JP18),,,J07BX01,,,6313,Active immunization (smallpox),,47208167,
D06512,Freeze-dried live attenuated rubella vaccine (JP18),,,J07BJ01,,,6313,Active immunization (rubella),,47208168,
D06513,"Freeze-dried tetanus antitoxin, equine (JAN)",,,J06AA02,DG00669,,,Antitoxin,93384-51-1,47208169,
D06514,Pertussis vaccine,,,,,,,Active immunization (pertussis),,47208170,
D06515,Pertussis vaccine adsorbed,,,,,,,Active immunization (pertussis),,47208171,
D06516,"Phenolphthalein, yellow; Feen-a-mint gum (TN)",,,A06AB04,DG00070,,,Laxative,,47208172,
D06517,Pirmenol hydrochloride (USAN); Pirmavar (TN),C22H30N2O. HCl,374.9473,,DG01381,,,"Antiarrhythmic, Cardiac depressant",61477-94-9,47208173,
D06518,"Suture, nonabsorbable surgical (USP); Ethibond (TN)",,,,,,,Surgical aid,,47208174,
D06520,Tolpovidone I 131 (USAN),C7H6I(C6H9NO)n,,,,,,"Diagnostic aid (hypoalbuminemia), Radioactive agent",,47208176,
D06521,Light anhydrous silicic acid (JP18); Silicon dioxide (NF); Silica gel,SiO2,60.0843,A03AX13,DG00051,,,Pharmaceutic aid (suspending),7631-86-9,47208177,
D06522,"Silicon dioxide, colloidal (NF); Silica",SiO2,60.0843,A03AX13,DG00051,,,"Pharmaceutic aid (suspending, tablet and capsule diluent, thickening)",7631-86-9,47208178,
D06525,Formalin water (JP18); Formalin water (TN),CH2O. xH2O,,,,,,Disinfectant,,47208181,
D06532,"Sugar, invert (USP); Travert 10% in plastic container (TN)",,,C05BB03,,,,Replenisher (fluid and nutrient),8013-17-0,47208188,
D06534,Phenolated water (JP18); Phenolated water for disinfection (JP18); Phenol hydrate; Phenol water (TN); Phenolated water for disinfection (TN),C6H6O. H2O,112.1265,C05BB05 D08AE03 N01BX03 R02AA19,DG00301,,2619,Disinfectant (topical),,47208190,
D06539,Dextran 40 (JP18/USP); Dextran D40 (TN); LMD (TN),(C12H20O10)n,,B05AA05,DG00180,C00372 G10502,,"Blood flow adjuvant, Plasma volume extender",9004-54-0,47208195,
D06540,Dextran 70 (JP18/USP); Xeran (TN),(C12H20O10)n,,B05AA05,DG00180,C00372 G10502,,Plasma volume extender,9004-54-0,47208196,
D06541,Dextran 75 (USAN); Gentran 75 (TN),(C12H20O10)n,,B05AA05,DG00180,C00372 G10502,,Plasma volume extender,9004-54-0,47208197,52071
D06542,Ethanol (JP18); Ethanol (TN),,,D08AX08 V03AB16 V03AZ01,DG00430,C00469,2615,Disinfectant (topical),,47208198,16236
D06543,Vitamin A (USP); Retinol; Vitamin A1; Aquasol A (TN),C20H30O,286.4516,A11CA01 D10AD02 R01AX02 S01XA02,DG00123,C00473,3111,"Supplement (vitamin A), Retinoic acid receptor (RAR) agonist",68-26-8,47208199,17336
D06544,"Corticotropin, repository (USP); Cortigel (TN)",,,H01AA01,DG00492,,,"Diagnostic (adrenocortical insufficiency), Melanocortin receptor 2 agonist",9002-60-2,47208200,
D06546,Teriparatide acetate (USAN); Teriparatide acetate hydrate; Parathar (TN),C181H291N55O51S2. (C2H4O2)x. yH2O,,H05AA02,DG00512,,,"Diagnostic (hypocalcemia), Parathyroid hormone receptor agonist",99294-94-7,47208202,
D06547,Tetanus toxoid (USP); TT,,,J07AM01,DG00673,,,Toxoid,,47208203,
D06551,Afimoxifene (USAN/INN); Tamogel (TN),C26H29NO2,387.514,,,,,Antineoplastic,68392-35-8,47208207,44616
D06552,Alcaftadine (JAN/USAN/INN); Lastacaft (TN),C19H21N3O,307.3895,S01GX11,,,,"Antiallergic, Anti-inflammatory, H1 receptor antagonist",147084-10-4,47208208,71023
D06553,Alogliptin benzoate (JAN/USAN); Vipidia (TN); Nesina (TN),C18H21N5O2. C7H6O2,461.513,A10BH04,,,3969,"Antidiabetic, Dipeptidyl peptidase-4 (DPP-4) inhibitor",850649-62-6,47208209,72324
D06554,Alvespimycin hydrochloride (USAN),C32H48N4O8. HCl,653.2065,,,,,Antineoplastic,467214-21-7,47208210,
D06555,Amolimogene bepiplasmid (USAN),,,,,,,"Antiviral, Active immunization (papillomavirus)",870524-46-2,47208211,
D06556,Apilimod mesylate (USAN),C23H26N6O2. (CH4SO3)2,610.7029,,,,,"Anti-inflammatory, IL-12/IL-23 inhibitor",870087-36-8,47208212,
D06557,Aplaviroc hydrochloride (USAN),C33H43N3O6. HCl,614.172,,,,,"Antiviral, CCR5 antagonist",461023-63-2,47208213,
D06558,Aztreonam lysine (USAN); Cayston (TN),C13H17N5O8S2. C6H14N2O2,581.6203,J01DF01,DG00589,,,"Antibacterial, Cell wall biosynthesis inhibitor",827611-49-4,47208214,
D06559,Balamapimod (USAN),C30H32ClN7OS,574.1394,,,,,Antineoplastic,863029-99-6,47208215,
D06560,Batabulin (USAN/INN),C13H7F6NO3S,371.255,,DG01412,,,"Antineoplastic, Tubulin polymerization inhibitor",195533-53-0,47208216,
D06561,Bavituximab (USAN/INN),C6446H9946N1702O2042S42,145302.8516,,,,,"Antineoplastic, Antiviral, Anti-phosphatidylserine antibody",648904-28-3,47208217,
D06562,Bedoradrine sulfate (USAN),(C24H32N2O5)2. H2SO4,955.121,,,,,"Bronchodilator, Tocolytic, beta2-Adrenergic receptor agonist",194785-31-4,47208218,
D06563,Belagenpumatucel-L (USAN); Lucanix (TN),,,,,,,Antineoplastic,,47208219,
D06564,Bevirimat dimeglumine (USAN),C36H56O6. (C7H17NO5)2,975.2534,,,,,Antiviral,823821-85-8,47208220,
D06565,Galsulfase (USAN/INN); Galsulfase (genetical recombination) (JAN); Aryplase (TN),C2529H3843N689O716S16,55867.8004,A16AB08,,,3959,"Lysosomal storage disease treatment, Enzyme replacement (arylsulfatase B)",552858-79-4,47208221,
D06566,Bifeprunox (USAN/INN); OPC-4392,C24H23N3O2,385.4583,,DG01304,,,"Antipsychotic, Dopamine D2 receptor antagonist, Serotonin 5-HT1A receptor agonist",350992-10-8,47208222,177517
D06567,Bifeprunox mesylate (USAN),C24H23N3O2. CH4SO3,481.564,,DG01304,,,"Antipsychotic, Dopamine D2 receptor partial antagonist, Serotonin 5-HT1A receptor agonist",350992-13-1,47208223,
D06568,Bisdisulizole disodium (USAN); Neo heliopan AP (TN),C20H12N4O12S4. 2Na,674.5684,,,,,Ultraviolet screen,180898-37-7,47208224,
D06569,Bremelanotide (USAN/INN); PT-141; Vyleesi (TN),C50H68N14O10,1025.1627,G02CX05,DG03063,,,Melanocortin receptor agonist,189691-06-3,47208225,177849
D06570,Camobucol (USAN/INN),C33H50O4S2,574.8777,,,,,"Anti-inflammatory, Antioxidant",216167-92-9,47208226,
D06571,Antithrombin III human (USP); Antithrombin III (INN); Kybernin (TN),,,B01AB02,,,,Anticoagulant,9000-94-6,47208227,
D06573,Carisbamate (USAN),C9H10ClNO3,215.6336,N03AX19,,,,Antiepileptic,194085-75-1,47208229,
D06574,Casopitant mesylate (USAN),C30H35F7N4O2. CH4SO3,712.719,A04AD13,,,,"Antianxiety, Antidepressant, Anti-emetic, Neurokinin NK1 antagonist",414910-30-8,47208230,
D06575,Catramilast (USAN/INN),C17H22N2O3,302.3682,,,,,Anti-inflammatory,183659-72-5,47208231,
D06576,Cevipabulin fumarate (USAN); Cevipabulin fumarate dihydrate,C18H18ClF5N6O. C4H4O4. 2H2O,616.9229,,DG01413,,,"Antineoplastic, Tubulin polymerization inhibitor",849550-69-2,47208232,
D06577,Contusugene ladenovec (USAN); Advexin (TN),,,,,,,Antineoplastic,600735-73-7,47208233,
D06578,Denagliptin tosylate (USAN),C20H18F3N3O. C7H8O3S,545.5733,,,,,"Antidiabetic, Dipeptidyl peptidase-4 (DPP-4) inhibitor",811432-66-3,47208234,
D06579,Denibulin hydrochloride (USAN),C18H19N5O3S. HCl,421.9011,,,,,Antineoplastic,779356-64-8,47208235,
D06580,Dexelvucitabine (USAN/INN); Reverset (TN),C9H10FN3O3,227.1924,,,,,"Antiviral, Reverse transcriptase inhibitor",134379-77-4,47208236,
D06581,Disomotide (USAN/INN),C47H74N10O14S,1035.2141,,,,,Antineoplastic,181477-43-0,47208237,
D06582,Elsibucol (USAN/INN),C35H54O4S2,602.9309,,,,,"Anti-inflammatory, Immunosuppressant",216167-95-2,47208238,177641
D06590,Firategrast (USAN),C27H27F2NO6,499.5032,,,,,Anti-inflammatory,402567-16-2,47208241,
D06596,Forodesine (USAN/INN); Fodosine (TN),C11H14N4O4,266.2533,,DG01392,,,"Antineoplastic, Purine nucleoside phosphorylase (PNP) inhibitor",209799-67-7,47208247,
D06597,Fosaprepitant dimeglumine (USAN); Fosaprepitant meglumine (JAN); Proemend (TN),C23H22F7N4O6P. (C7H17NO5)2,1004.8337,A04AD12,DG00066,,2391,"Anti-emetic, Neurokinin NK1 antagonist",265121-04-8,47208248,64311
D06598,Gamithromycin (USAN/INN),C40H76N2O12,777.0376,,,,,"Antibacterial (veterinary), Protein biosynthesis inhibitor",145435-72-9,47208249,
D06600,Giripladib (USAN),C41H36ClF3N2O4S,745.2488,,,,,"Analgesic, Anti-inflammatory, Cytosolic phospholipase A2-alpha inhibitor",865200-20-0,47208251,
D06601,Hemoglobin glutamer-256 (human) (USAN); Polyheme (TN),,,,,,,Blood substitute (oxygen-carryng),679404-95-6,47208252,
D06604,Hyaluronidase (human recombinant) (USAN); Vorhyaluronidase alfa (genetical recombination) (JAN); Hylenex recombinant (TN),C2327H3553N589O667S20,51092.9558,B06AA03,DG00190,,,Adjuvant (spreading),757971-58-7,47208255,
D06606,Ibuprofen lysine (USAN); Ibuprofen L-lysine (JAN); Solufenum; Neoprofen (TN),C13H18O2. C6H14N2O2,352.4684,C01EB16 G02CC01 M01AE01 M02AA13 R02AX02,DG00245,,2190,"Anti-inflammatory, COX inhibitor",57469-77-9,47208257,
D06607,Imisopasem manganese (USAN/INN),C21H35N5. Mn. 2Cl,483.3801,,,,,"Analgesic, Anti-inflammatory",218791-21-0,47208258,
D06608,"Iodofiltic acid I 123 (USAN/INN); 15-(4-Iodophenyl)-3(R,S)-methylpentadecanoic acid (123I); 15-(p-Iodophenyl)-3-methylpentadecanoic acid (123I); Zemiva (TN)",C22H35IO2,458.4166,,,C13426,4300,"Diagnostic aid, Radioactive agent",,47208259,31683
D06609,Lapaquistat acetate (JAN/USAN),C33H41ClN2O9,645.1396,,,,,"Antihyperlipidemic, Cholesterol-lowering agent, Squalene synthetase inhibitor",189060-13-7,47208260,
D06610,Lapuleucel-T (USAN); APC 8024; Neuvenge (TN),,,,,,,"Antineoplastic, Receptor tyrosine kinase inhibitor",845680-07-1,47208261,
D06611,Lexatumumab (USAN/INN),C6346H9832N1720O2002S42,143599.0211,,,,,"Antineoplastic, Anti-TRAIL receptor 2 antibody",845816-02-6,47208262,
D06612,Linaclotide acetate (USAN),C59H79N15O21S6. C2H4O2,1586.7884,A06AX04,DG00079,,,"Peristaltic accelerator, Enterotoxin receptor agonist",851199-60-5,47208263,
D06613,Lorcaserin hydrochloride (USAN); APD-356; Belviq (TN),C11H14ClN. HCl,232.1495,A08AA11,DG03052,,,"Appetite suppressant, Serotonin 5-HT2c receptor agonist",846589-98-8,47208264,65350
D06618,Methylnaltrexone bromide (JAN/USAN); Relistor (TN),C21H26NO4. Br,436.3394,A06AH01,,,,"Laxative, Opioid receptor antagonist",73232-52-7,47208269,
D06619,Mifamurtide (USAN); Mifamurtide hydrate; Mepact (TN),C59H108N6O19P. Na. xH2O,,L03AX15,,,,Antineoplastic,838853-48-8,47208270,
D06620,dl-Camphor and ethanol; Camphor (TN),,,,,,2645,"Analgesic, Anti-inflammatory, Antipruritic",,47208271,
D06621,Motavizumab (USAN/INN),C6476H10014N1706O2008S48,145436.1498,J06BD02,,,,Antiviral,677010-34-3,47208272,
D06622,Nebivolol hydrochloride (USAN); Bystolic (TN),C22H25F2NO4. HCl,441.8959,C07AB12,DG00319,,,"Antihypertensive, Vasodilator, beta1-Adrenergic receptor antagonist",152520-56-4,47208273,132912
D06623,Olanzapine pamoate (USAN); Olanzapine pamoate monohydrate; Zyprexa (TN),C23H16O6. C17H20N4S. H2O,718.8173,N05AH03,DG00898,,,Antipsychotic,221373-18-8,47208274,
D06625,Omtriptolide sodium (USAN),C24H27O9. Na,482.4555,,,,,Antineoplastic,195883-09-1,47208276,
D06626,Onamelatucel-L (USAN); Canvaxin (TN),,,,,,,Antineoplastic,,47208277,
D06627,Ovemotide (USAN/INN),C46H71N9O14,974.1078,,,,,Antineoplastic,181477-91-8,47208278,
D06629,Pafuramidine maleate (USAN); DB289,C20H20N4O3. C4H4O4,480.47,,,,,"Antimalarial, Antiprotozoal",837369-26-3,47208280,
D06630,Pramiconazole (USAN/INN),C35H39F2N7O4,659.7255,,,,,"Antifungal, Ergosterol biosynthesis inhibitor",219923-85-0,47208281,188777
D06631,Prinaberel (USAN/INN),C15H10FNO3,271.2432,,,,,"Anti-inflammatory, Estrogen receptor beta agonist",524684-52-4,47208282,
D06632,Pruvanserin (USAN/INN),C22H21FN4O,376.4267,,DG01278,,,"Antidepressant, Antipsychotic, Serotonin receptor antagonist",443144-26-1,47208283,177485
D06633,Pruvanserin hydrochloride (USAN),C22H21FN4O. HCl,412.8877,,DG01278,,,"Antidepressant, Antipsychotic, Serotonin receptor antagonist",443144-27-2,47208284,
D06634,Relacatib (USAN/INN),C27H32N4O6S,540.6312,,,,,"Osteoporosis agent, Cathepsin K inhibitor",362505-84-8,47208285,
D06635,Rilonacept (USAN/INN); Arcalyst (TN),C9030H13932N2400O2670S74,201206.5291,L04AC04,,,,"Anti-inflammatory, Antirheumatic",501081-76-1,47208286,
D06636,Rinfabate (USAN),,,,,,,Antineoplastic,405341-12-0,47208287,
D06637,Romidepsin (JAN/USAN/INN); Istodax (TN),C24H36N4O6S2,540.6958,L01XH02,,,4291,"Antineoplastic, Histone deacetylase inhibitor",128517-07-7,47208288,61080
D06638,Rosabulin (USAN),C22H16N4O2S,400.453,,,,,Antineoplastic,501948-05-6,47208289,
D06639,Rusalatide acetate (USAN); Chrysalin (TN),(C97H147N29O35S)3. (C2H4O2)2,7054.4341,,,,,"Revascularization agent, Tissue repair agent",875455-82-6,47208290,
D06640,Senicapoc (USAN),C20H15F2NO,323.336,,,,,"Anti-anemic (sickle cell), Potassium intermediate/small conductance calcium-activated channel antagonist",289656-45-7,47208291,
D06641,Sergliflozin etabonate (USAN),C23H28O9,448.463,,,,,"Antidiabetic, SGLT-2 inhibitor",408504-26-7,47208292,188680
D06642,Sevelamer carbonate (USAN); Renvela(TN),((C3H7N)m. (C3H5ClO)n)x. (CH2O3)y,,V03AE02,DG01161,,,Antihyperphosphatemic,845273-93-0,47208293,
D06644,Sipuleucel-T (USP); Provenge (TN),,,L03AX17,,,,"Antineoplastic, Autologous CD54+ cell",917381-47-6,47208295,
D06645,Sitagliptin phosphate (USAN); Sitagliptin phosphate hydrate (JP18); Sitagliptin phosphate monohydrate; Januvia (TN),C16H15F6N5O. H3PO4. H2O,523.3241,A10BH01,DG00118,,3969,"Antidiabetic, Dipeptidyl peptidase-4 (DPP-4) inhibitor",654671-77-9,47208296,
D06646,Epanolol (USAN/INN),C20H23N3O4,369.4143,C07AB10,,C11773,,"Antihypertensive, Vasodilator, beta1-Adrenergic receptor antagonist",86880-51-5,47208297,4800
D06647,Sodelglitazar (USAN),C23H21F4NO3S2,499.5414,,,,,Antidiabetic,447406-78-2,47208298,
D06648,Succinobucol (USAN),C35H52O5S2,616.9144,,,,,"Antihyperlipidemic, Antioxidant",216167-82-7,47208299,177810
D06649,Tadocizumab (USAN),C2107H3252N562O673S12,47608.5074,,,,,"Platelet aggregation inhibitor, Anti-glycoprotein IIb/IIIa antibody",339086-80-5,47208300,
D06650,Tanespimycin (USAN),C31H43N3O8,585.6884,,,,,"Antineoplastic, Hsp 90 inhibitor",75747-14-7,47208301,64153
D06651,Taribavirin hydrochloride (USAN); Viramidine (TN),C8H13N5O4. HCl,279.6809,,,,,Antiviral,40372-00-7,47208302,
D06652,Tedisamil (USAN),C19H32N2,288.4708,C01BD06,DG00206,,,"Antiarrhythmic, Potassium channel blocker",90961-53-8,47208303,134747
D06653,Tedisamil sesquifumarate (USAN),(C19H32N2)2. (C4H4O4)3,925.158,C01BD06,DG00206,,,"Antiarrhythmic, Potassium channel blocker",150501-62-5,47208304,
D06655,Tesamorelin (USAN),C221H366N72O67S,5135.7779,H01AC06,DG00495,,,Growth hormone releasing hormone receptor agonist,218949-48-5,47208306,63626
D06656,Tezampanel (USAN); Tezampanel hydrate,C13H21N5O2. H2O,297.3534,,,,,"Anticonvulsant, Pain relief, AMPA receptor antagonist, Kainate receptor antagonist",317819-68-4,47208307,
D06657,Tremelimumab (USAN/INN); Tremelimumab (genetical recombination) (JAN); Tremelimumab-actl; CP 675206; Imjudo (TN),C6500H9974N1726O2026S52,146380.4722,L01FX20,,,4291,"Antineoplastic, Immune checkpoint inhibitor, Anti-CTLA4 antibody",745013-59-6,47208308,
D06658,Tigapotide triflutate (USAN),C82H119N21O34S3. C2HF3O2,2153.1609,,,,,Antineoplastic,848084-84-4,47208309,
D06659,Tipelukast (USAN),C29H38O7S,530.6728,,,,,"Antiasthmatic, Leukotriene receptor antagonist",125961-82-2,47208310,177735
D06660,Vabicaserin hydrochloride (USAN); SCA 136,C15H20N2. HCl,264.7936,,,,,"Antipsychotic, Serotonin receptor agonist",620948-34-7,47208311,
D06661,Dimethisoquin hydrochloride (USAN); Quinisocaine hydrochloride,C17H24N2O. HCl,308.8462,D04AB05,DG00393,,,"Anesthetic (topical), Antipruritic",2773-92-4,47208312,
D06662,Vapitadine dihydrochloride (USAN),C17H20N4O. 2HCl,369.2888,,,,,Anti-inflammatory,279253-83-7,47208313,
D06664,Veliflapon (USAN/INN); Bay X 1005,C23H23NO3,361.4336,,,,,"Anti-inflammatory, Leukotriene synthesis inhibitor",128253-31-6,47208315,
D06665,Vernakalant hydrochloride (USAN),C20H31NO4. HCl,385.9254,C01BG11,,,,Antiarrhythmic,748810-28-8,47208316,
D06666,Verpasep caltespen (USAN/INN),C2959H4860N810O965S16,67736.1377,,,,,Antiviral,295371-00-5,47208317,
D06667,Vitespen (USAN); Oncophage (TN),C3970H6275N1047O1302S21,90176.9012,,,,,Antineoplastic,492448-75-6,47208318,
D06668,Yttrium Y 90 tacatuzumab tetraxetan (USAN); AFP-Cide (TN),,,,,,,Antineoplastic,476413-07-7,47208319,
D06669,Zotarolimus (USAN/INN),C52H79N5O12,966.21,,,,,"Immunosuppressant, mTOR inhibitor",221877-54-9,47208320,
D06670,Maraviroc (JAN/INN); Selzentry (TN),C29H41F2N5O,513.6655,J05AX09,,,6250,"Antiviral, CCR5 antagonist",376348-65-1,47208321,63608
D06671,Yohimbine hydrochloride (USP),C21H26N2O3. HCl,390.9037,G04BE04,DG00485,,,alpha2-Adrenergic receptor antagonist,65-19-0,47208322,
D06672,Terlipressin (USAN/INN); Lucassin (TN),C52H74N16O15S2,1227.3722,H01BA04,DG00498,,,"Antidiuretic, Vasoconstrictor, Arginine vasopressin receptor agonist",14636-12-5,47208323,
D06673,Meprednisone (USP/INN),C22H28O5,372.4547,H02AB15,,,,"Anti-inflammatory, Glucocorticoid receptor agonist",1247-42-3,47208324,
D06674,Efipladib (USAN),C40H35Cl3N2O4S,746.1409,,,,,"Analgesic, Anti-inflammatory, Cytosolic phospholipase A2-alpha inhibitor",381683-94-9,47208325,
D06675,Telbivudine (USAN/INN); Tyzeka (TN),C10H14N2O5,242.2286,J05AF11,,,,"Antiviral, Reverse transcriptase inhibitor",3424-98-4,47208326,63624
D06676,Raltegravir (INN); MK-0518,C20H21FN6O5,444.4163,J05AJ01,DG00666,,,"Antiviral, HIV integrase inhibitor",518048-05-0,47208327,82960
D06677,Elvitegravir (JAN/USAN); Vitekta (TN),C23H23ClFNO5,447.8838,J05AJ02,,,,"Antiviral, HIV integrase inhibitor",697761-98-1,47208328,72289
D06678,Motesanib (USAN); AMG 706,C22H23N5O,373.4509,,DG01262,,,"Antineoplastic, Angiogenesis inhibitor, Receptor tyrosine kinase inhibitor",453562-69-1,47208329,
D06679,Gambir (JP18); Powdered gambir (JP18); Gamibir (TN),,,,,,5100,Antidiarrheal,,47208330,
D06680,Sweet hydrangea leaf (JP18); Powdered sweet hydrangea leaf (JP18); Sweet hydrangea leaf (TN),,,,,,5100,"Antibacterial, Antioxidant",,47208331,
D06681,Aloe (JP18/USP); Powdered aloe (JP18); Aloe (TN),,,,,,5100,"Analeptic, Laxative, Stomachic",,47208332,
D06682,Artemisia capillaris flower (JP18),,,,,,5100,"Anti-inflammatory, Antipyretic, Choleretic, Diuretic",,47208333,
D06683,Fennel (JP18); Powdered fennel (JP18); Fennel (TN),,,,,,5100,"Expectorant, Stomachic",,47208334,
D06684,Bearberry leaf (JP18); Uva ursi (TN),,,,,,5100,"Disinfectant, Diuretic",,47208335,
D06685,Rose fruit (JP18); Powdered rose fruit (JP18); Rose fruit (TN),,,,,,5100,Laxative (cathartic),,47208336,
D06686,Corydalis tuber (JP18); Powdered corydalis tuber (JP18); Corydalis tuber,,,,,,5100,"Analgesic, Antispasmodic",,47208337,
D06687,Astragalus root (JP18); Astragali radix (TN),,,,,,5100,"Antihypertensive, Diuretic",,47208338,
